panel,condition,arm,seed,origin,channel,draw,horizon,prediction,target
electricity_transfer,REFERENCE,C0,81551,21068,0,0,54,277.20074462890625,267.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,55,257.3567199707031,266.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,56,259.457763671875,271.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,57,287.1069030761719,299.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,58,316.09033203125,305.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,59,283.0346374511719,271.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,60,291.6128845214844,279.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,61,435.96087646484375,442.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,62,605.6625366210938,636.0
electricity_transfer,REFERENCE,C0,81551,21068,0,0,63,595.153564453125,596.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,0,608.8992309570312,579.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,1,724.1433715820312,718.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,2,774.0745239257812,734.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,3,495.2142333984375,485.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,4,302.7008361816406,278.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,5,284.9568786621094,267.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,6,288.7349853515625,265.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,7,268.5213623046875,267.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,8,263.5859069824219,267.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,9,290.6471252441406,290.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,10,321.0072021484375,305.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,11,285.40911865234375,296.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,12,291.3843994140625,286.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,13,444.1779479980469,441.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,14,629.522705078125,583.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,15,616.2314453125,609.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,16,583.5392456054688,602.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,17,577.2739868164062,601.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,18,577.2532348632812,579.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,19,576.7662353515625,577.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,20,571.95166015625,576.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,21,578.2099609375,617.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,22,579.0692749023438,638.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,23,582.8418579101562,629.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,24,615.9982299804688,646.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,25,726.9819946289062,764.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,26,769.497802734375,763.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,27,485.5577392578125,483.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,28,295.6155700683594,279.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,29,278.4208984375,269.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,30,282.6908264160156,273.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,31,266.1724548339844,268.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,32,264.65863037109375,266.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,33,293.429443359375,293.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,34,325.5078125,302.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,35,293.9338684082031,280.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,36,301.2644958496094,283.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,37,451.06427001953125,442.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,38,633.922119140625,581.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,39,619.960205078125,580.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,40,584.2307739257812,592.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,41,577.1625366210938,580.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,42,583.46728515625,582.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,43,581.5178833007812,576.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,44,571.0379028320312,585.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,45,567.888427734375,579.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,46,568.111328125,563.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,47,575.2579956054688,564.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,48,609.30126953125,587.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,49,713.6571044921875,719.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,50,746.2357788085938,732.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,51,473.2785949707031,473.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,52,292.38409423828125,286.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,53,274.9552001953125,266.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,54,274.23193359375,267.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,55,253.07736206054688,266.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,56,254.22076416015625,271.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,57,285.3009948730469,299.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,58,315.948486328125,305.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,59,284.0247497558594,271.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,60,291.46490478515625,279.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,61,439.67962646484375,442.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,62,615.1680297851562,636.0
electricity_transfer,REFERENCE,C2,81551,21068,0,0,63,605.392333984375,596.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,0,605.396240234375,579.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,1,720.409423828125,718.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,2,778.4862670898438,734.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,3,495.8945617675781,485.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,4,306.11358642578125,278.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,5,286.7713623046875,267.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,6,291.4042053222656,265.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,7,270.5885314941406,267.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,8,266.5188903808594,267.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,9,294.4537658691406,290.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,10,324.63519287109375,305.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,11,288.0804138183594,296.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,12,295.27734375,286.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,13,444.3206787109375,441.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,14,631.2821044921875,583.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,15,610.2428588867188,609.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,16,584.0840454101562,602.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,17,577.241455078125,601.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,18,577.2351684570312,579.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,19,575.8494262695312,577.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,20,571.5645141601562,576.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,21,578.30859375,617.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,22,577.5654296875,638.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,23,579.5628051757812,629.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,24,613.12255859375,646.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,25,722.5847778320312,764.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,26,771.4609375,763.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,27,484.80645751953125,483.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,28,299.7145080566406,279.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,29,280.7486877441406,269.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,30,286.0212097167969,273.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,31,269.1922607421875,268.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,32,268.2395935058594,266.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,33,297.8447265625,293.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,34,329.9564208984375,302.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,35,297.9735412597656,280.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,36,306.3152160644531,283.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,37,451.69036865234375,442.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,38,635.8826293945312,581.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,39,614.005615234375,580.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,40,584.9868774414062,592.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,41,577.15185546875,580.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,42,583.5556640625,582.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,43,581.0409545898438,576.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,44,571.1318359375,585.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,45,568.3505249023438,579.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,46,566.51953125,563.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,47,571.8501586914062,564.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,48,606.38330078125,587.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,49,710.1438598632812,719.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,50,748.4863891601562,732.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,51,472.5575866699219,473.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,52,296.59649658203125,286.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,53,277.1488037109375,266.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,54,277.2623291015625,267.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,55,255.98696899414062,266.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,56,258.19293212890625,271.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,57,290.2762145996094,299.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,58,320.5815124511719,305.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,59,288.08380126953125,271.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,60,297.0780029296875,279.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,61,441.39263916015625,442.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,62,618.46923828125,636.0
electricity_transfer,REFERENCE,C3,81551,21068,0,0,63,601.1575927734375,596.0
electricity_transfer,POINT8,C0,81551,21068,0,0,0,606.4723510742188,579.0
electricity_transfer,POINT8,C0,81551,21068,0,0,1,721.6448974609375,718.0
electricity_transfer,POINT8,C0,81551,21068,0,0,2,751.1698608398438,734.0
electricity_transfer,POINT8,C0,81551,21068,0,0,3,460.6995849609375,485.0
electricity_transfer,POINT8,C0,81551,21068,0,0,4,302.8723449707031,278.0
electricity_transfer,POINT8,C0,81551,21068,0,0,5,282.1936340332031,267.0
electricity_transfer,POINT8,C0,81551,21068,0,0,6,288.7773132324219,265.0
electricity_transfer,POINT8,C0,81551,21068,0,0,7,284.3504333496094,267.0
electricity_transfer,POINT8,C0,81551,21068,0,0,8,290.08648681640625,267.0
electricity_transfer,POINT8,C0,81551,21068,0,0,9,315.0603942871094,290.0
electricity_transfer,POINT8,C0,81551,21068,0,0,10,337.3066101074219,305.0
electricity_transfer,POINT8,C0,81551,21068,0,0,11,301.61090087890625,296.0
electricity_transfer,POINT8,C0,81551,21068,0,0,12,295.5021667480469,286.0
electricity_transfer,POINT8,C0,81551,21068,0,0,13,430.7197570800781,441.0
electricity_transfer,POINT8,C0,81551,21068,0,0,14,609.6627197265625,583.0
electricity_transfer,POINT8,C0,81551,21068,0,0,15,600.4147338867188,609.0
electricity_transfer,POINT8,C0,81551,21068,0,0,16,580.4429321289062,602.0
electricity_transfer,POINT8,C0,81551,21068,0,0,17,578.2896118164062,601.0
electricity_transfer,POINT8,C0,81551,21068,0,0,18,576.0635986328125,579.0
electricity_transfer,POINT8,C0,81551,21068,0,0,19,581.209716796875,577.0
electricity_transfer,POINT8,C0,81551,21068,0,0,20,581.5108642578125,576.0
electricity_transfer,POINT8,C0,81551,21068,0,0,21,582.2090454101562,617.0
electricity_transfer,POINT8,C0,81551,21068,0,0,22,580.821533203125,638.0
electricity_transfer,POINT8,C0,81551,21068,0,0,23,585.5853881835938,629.0
electricity_transfer,POINT8,C0,81551,21068,0,0,24,620.7415161132812,646.0
electricity_transfer,POINT8,C0,81551,21068,0,0,25,732.2841796875,764.0
electricity_transfer,POINT8,C0,81551,21068,0,0,26,761.1286010742188,763.0
electricity_transfer,POINT8,C0,81551,21068,0,0,27,460.55731201171875,483.0
electricity_transfer,POINT8,C0,81551,21068,0,0,28,291.85693359375,279.0
electricity_transfer,POINT8,C0,81551,21068,0,0,29,270.8321228027344,269.0
electricity_transfer,POINT8,C0,81551,21068,0,0,30,281.75579833984375,273.0
electricity_transfer,POINT8,C0,81551,21068,0,0,31,279.9958801269531,268.0
electricity_transfer,POINT8,C0,81551,21068,0,0,32,285.7070007324219,266.0
electricity_transfer,POINT8,C0,81551,21068,0,0,33,310.5433654785156,293.0
electricity_transfer,POINT8,C0,81551,21068,0,0,34,331.8100280761719,302.0
electricity_transfer,POINT8,C0,81551,21068,0,0,35,296.2101745605469,280.0
electricity_transfer,POINT8,C0,81551,21068,0,0,36,293.0218811035156,283.0
electricity_transfer,POINT8,C0,81551,21068,0,0,37,430.5694885253906,442.0
electricity_transfer,POINT8,C0,81551,21068,0,0,38,610.3462524414062,581.0
electricity_transfer,POINT8,C0,81551,21068,0,0,39,599.7286376953125,580.0
electricity_transfer,POINT8,C0,81551,21068,0,0,40,573.3363037109375,592.0
electricity_transfer,POINT8,C0,81551,21068,0,0,41,567.4434204101562,580.0
electricity_transfer,POINT8,C0,81551,21068,0,0,42,571.1036987304688,582.0
electricity_transfer,POINT8,C0,81551,21068,0,0,43,578.6103515625,576.0
electricity_transfer,POINT8,C0,81551,21068,0,0,44,573.40576171875,585.0
electricity_transfer,POINT8,C0,81551,21068,0,0,45,560.9735717773438,579.0
electricity_transfer,POINT8,C0,81551,21068,0,0,46,556.8027954101562,563.0
electricity_transfer,POINT8,C0,81551,21068,0,0,47,568.5145263671875,564.0
electricity_transfer,POINT8,C0,81551,21068,0,0,48,613.0817260742188,587.0
electricity_transfer,POINT8,C0,81551,21068,0,0,49,730.4866943359375,719.0
electricity_transfer,POINT8,C0,81551,21068,0,0,50,743.2538452148438,732.0
electricity_transfer,POINT8,C0,81551,21068,0,0,51,444.85113525390625,473.0
electricity_transfer,POINT8,C0,81551,21068,0,0,52,278.376220703125,286.0
electricity_transfer,POINT8,C0,81551,21068,0,0,53,249.44161987304688,266.0
electricity_transfer,POINT8,C0,81551,21068,0,0,54,253.72012329101562,267.0
electricity_transfer,POINT8,C0,81551,21068,0,0,55,248.18130493164062,266.0
electricity_transfer,POINT8,C0,81551,21068,0,0,56,262.2633972167969,271.0
electricity_transfer,POINT8,C0,81551,21068,0,0,57,294.8636779785156,299.0
electricity_transfer,POINT8,C0,81551,21068,0,0,58,319.4688720703125,305.0
electricity_transfer,POINT8,C0,81551,21068,0,0,59,285.6545104980469,271.0
electricity_transfer,POINT8,C0,81551,21068,0,0,60,282.64727783203125,279.0
electricity_transfer,POINT8,C0,81551,21068,0,0,61,419.01397705078125,442.0
electricity_transfer,POINT8,C0,81551,21068,0,0,62,593.27685546875,636.0
electricity_transfer,POINT8,C0,81551,21068,0,0,63,587.4105834960938,596.0
electricity_transfer,POINT8,C2,81551,21068,0,0,0,609.3387451171875,579.0
electricity_transfer,POINT8,C2,81551,21068,0,0,1,728.31103515625,718.0
electricity_transfer,POINT8,C2,81551,21068,0,0,2,757.5960693359375,734.0
electricity_transfer,POINT8,C2,81551,21068,0,0,3,467.7403564453125,485.0
electricity_transfer,POINT8,C2,81551,21068,0,0,4,297.4710388183594,278.0
electricity_transfer,POINT8,C2,81551,21068,0,0,5,280.0029602050781,267.0
electricity_transfer,POINT8,C2,81551,21068,0,0,6,287.961181640625,265.0
electricity_transfer,POINT8,C2,81551,21068,0,0,7,282.8577880859375,267.0
electricity_transfer,POINT8,C2,81551,21068,0,0,8,285.25579833984375,267.0
electricity_transfer,POINT8,C2,81551,21068,0,0,9,312.02581787109375,290.0
electricity_transfer,POINT8,C2,81551,21068,0,0,10,335.09619140625,305.0
electricity_transfer,POINT8,C2,81551,21068,0,0,11,301.433349609375,296.0
electricity_transfer,POINT8,C2,81551,21068,0,0,12,291.58477783203125,286.0
electricity_transfer,POINT8,C2,81551,21068,0,0,13,433.53717041015625,441.0
electricity_transfer,POINT8,C2,81551,21068,0,0,14,621.5510864257812,583.0
electricity_transfer,POINT8,C2,81551,21068,0,0,15,613.3660278320312,609.0
electricity_transfer,POINT8,C2,81551,21068,0,0,16,582.6150512695312,602.0
electricity_transfer,POINT8,C2,81551,21068,0,0,17,583.0360717773438,601.0
electricity_transfer,POINT8,C2,81551,21068,0,0,18,581.818603515625,579.0
electricity_transfer,POINT8,C2,81551,21068,0,0,19,586.7562866210938,577.0
electricity_transfer,POINT8,C2,81551,21068,0,0,20,584.5176391601562,576.0
electricity_transfer,POINT8,C2,81551,21068,0,0,21,587.2109375,617.0
electricity_transfer,POINT8,C2,81551,21068,0,0,22,587.5006103515625,638.0
electricity_transfer,POINT8,C2,81551,21068,0,0,23,592.7526245117188,629.0
electricity_transfer,POINT8,C2,81551,21068,0,0,24,625.477783203125,646.0
electricity_transfer,POINT8,C2,81551,21068,0,0,25,740.6187744140625,764.0
electricity_transfer,POINT8,C2,81551,21068,0,0,26,769.0830688476562,763.0
electricity_transfer,POINT8,C2,81551,21068,0,0,27,468.6534118652344,483.0
electricity_transfer,POINT8,C2,81551,21068,0,0,28,286.899658203125,279.0
electricity_transfer,POINT8,C2,81551,21068,0,0,29,269.04864501953125,269.0
electricity_transfer,POINT8,C2,81551,21068,0,0,30,281.4169006347656,273.0
electricity_transfer,POINT8,C2,81551,21068,0,0,31,278.9091491699219,268.0
electricity_transfer,POINT8,C2,81551,21068,0,0,32,281.1214599609375,266.0
electricity_transfer,POINT8,C2,81551,21068,0,0,33,307.33502197265625,293.0
electricity_transfer,POINT8,C2,81551,21068,0,0,34,329.0162353515625,302.0
electricity_transfer,POINT8,C2,81551,21068,0,0,35,296.0143127441406,280.0
electricity_transfer,POINT8,C2,81551,21068,0,0,36,288.9261169433594,283.0
electricity_transfer,POINT8,C2,81551,21068,0,0,37,433.48590087890625,442.0
electricity_transfer,POINT8,C2,81551,21068,0,0,38,622.644775390625,581.0
electricity_transfer,POINT8,C2,81551,21068,0,0,39,613.7266235351562,580.0
electricity_transfer,POINT8,C2,81551,21068,0,0,40,575.927734375,592.0
electricity_transfer,POINT8,C2,81551,21068,0,0,41,572.3924560546875,580.0
electricity_transfer,POINT8,C2,81551,21068,0,0,42,577.5684814453125,582.0
electricity_transfer,POINT8,C2,81551,21068,0,0,43,584.9054565429688,576.0
electricity_transfer,POINT8,C2,81551,21068,0,0,44,577.0533447265625,585.0
electricity_transfer,POINT8,C2,81551,21068,0,0,45,566.1300048828125,579.0
electricity_transfer,POINT8,C2,81551,21068,0,0,46,563.0872192382812,563.0
electricity_transfer,POINT8,C2,81551,21068,0,0,47,575.3209838867188,564.0
electricity_transfer,POINT8,C2,81551,21068,0,0,48,616.955810546875,587.0
electricity_transfer,POINT8,C2,81551,21068,0,0,49,733.7828369140625,719.0
electricity_transfer,POINT8,C2,81551,21068,0,0,50,747.78076171875,732.0
electricity_transfer,POINT8,C2,81551,21068,0,0,51,451.6621398925781,473.0
electricity_transfer,POINT8,C2,81551,21068,0,0,52,272.4508056640625,286.0
electricity_transfer,POINT8,C2,81551,21068,0,0,53,246.68453979492188,266.0
electricity_transfer,POINT8,C2,81551,21068,0,0,54,252.28732299804688,267.0
electricity_transfer,POINT8,C2,81551,21068,0,0,55,246.42190551757812,266.0
electricity_transfer,POINT8,C2,81551,21068,0,0,56,257.3990478515625,271.0
electricity_transfer,POINT8,C2,81551,21068,0,0,57,292.2458190917969,299.0
electricity_transfer,POINT8,C2,81551,21068,0,0,58,317.43017578125,305.0
electricity_transfer,POINT8,C2,81551,21068,0,0,59,286.2993469238281,271.0
electricity_transfer,POINT8,C2,81551,21068,0,0,60,279.6576843261719,279.0
electricity_transfer,POINT8,C2,81551,21068,0,0,61,422.84637451171875,442.0
electricity_transfer,POINT8,C2,81551,21068,0,0,62,605.1724243164062,636.0
electricity_transfer,POINT8,C2,81551,21068,0,0,63,599.38916015625,596.0
electricity_transfer,POINT8,C3,81551,21068,0,0,0,604.6446533203125,579.0
electricity_transfer,POINT8,C3,81551,21068,0,0,1,724.75048828125,718.0
electricity_transfer,POINT8,C3,81551,21068,0,0,2,758.0580444335938,734.0
electricity_transfer,POINT8,C3,81551,21068,0,0,3,465.9350280761719,485.0
electricity_transfer,POINT8,C3,81551,21068,0,0,4,301.8077087402344,278.0
electricity_transfer,POINT8,C3,81551,21068,0,0,5,281.782958984375,267.0
electricity_transfer,POINT8,C3,81551,21068,0,0,6,288.52081298828125,265.0
electricity_transfer,POINT8,C3,81551,21068,0,0,7,283.92889404296875,267.0
electricity_transfer,POINT8,C3,81551,21068,0,0,8,287.96844482421875,267.0
electricity_transfer,POINT8,C3,81551,21068,0,0,9,314.9236755371094,290.0
electricity_transfer,POINT8,C3,81551,21068,0,0,10,336.3493957519531,305.0
electricity_transfer,POINT8,C3,81551,21068,0,0,11,302.5483703613281,296.0
electricity_transfer,POINT8,C3,81551,21068,0,0,12,293.476318359375,286.0
electricity_transfer,POINT8,C3,81551,21068,0,0,13,432.68560791015625,441.0
electricity_transfer,POINT8,C3,81551,21068,0,0,14,620.9130859375,583.0
electricity_transfer,POINT8,C3,81551,21068,0,0,15,605.1490478515625,609.0
electricity_transfer,POINT8,C3,81551,21068,0,0,16,583.396240234375,602.0
electricity_transfer,POINT8,C3,81551,21068,0,0,17,583.9141845703125,601.0
electricity_transfer,POINT8,C3,81551,21068,0,0,18,582.0057983398438,579.0
electricity_transfer,POINT8,C3,81551,21068,0,0,19,585.3473510742188,577.0
electricity_transfer,POINT8,C3,81551,21068,0,0,20,583.6245727539062,576.0
