figure,panel,series,x,y,unit,source_file
fig1_s1_condition_gap,main,F0|phi0.5_t3.5_goff|median,3.81,0.05527498650570106,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.5_t3.5_goff|q25,3.81,-0.0029224821944356105,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.5_t3.5_goff|q75,3.81,0.133010810904715,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.5_t3.5_goff|n_series,3.81,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.5_t3.5_gon|median,4.81,0.042094267810909636,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.5_t3.5_gon|q25,4.81,-0.021420328369778113,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.5_t3.5_gon|q75,4.81,0.12448280013583796,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.5_t3.5_gon|n_series,4.81,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_gauss_goff|median,5.81,0.09682379825224108,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_gauss_goff|q25,5.81,0.012330516323198759,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_gauss_goff|q75,5.81,0.15961077370108656,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_gauss_goff|n_series,5.81,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_gauss_gon|median,6.81,0.11448339749102399,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_gauss_gon|q25,6.81,0.029829613587064596,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_gauss_gon|q75,6.81,0.17276600062208225,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_gauss_gon|n_series,6.81,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t6_goff|median,7.81,0.0901318563557173,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t6_goff|q25,7.81,0.0026716806095753165,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t6_goff|q75,7.81,0.16278207274580975,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t6_goff|n_series,7.81,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t6_gon|median,8.81,0.06354496195823667,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t6_gon|q25,8.81,0.01969670505249793,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t6_gon|q75,8.81,0.12282451397148098,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t6_gon|n_series,8.81,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t3.5_goff|median,9.81,0.07200153793984787,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t3.5_goff|q25,9.81,-0.031565844180659636,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t3.5_goff|q75,9.81,0.15306960540706666,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t3.5_goff|n_series,9.81,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t3.5_gon|median,10.81,0.08313800190601883,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t3.5_gon|q25,10.81,0.01806458342384265,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t3.5_gon|q75,10.81,0.22877876515418405,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,F0|phi0.9_t3.5_gon|n_series,10.81,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_gauss_goff|median,0.19,0.015191275482079547,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_gauss_goff|q25,0.19,-0.022437613880124885,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_gauss_goff|q75,0.19,0.07553945264586742,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_gauss_goff|n_series,0.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_gauss_gon|median,1.19,0.08916725778787427,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_gauss_gon|q25,1.19,0.013986314587351556,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_gauss_gon|q75,1.19,0.16956478016248272,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_gauss_gon|n_series,1.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t6_goff|median,2.19,0.02368689535807733,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t6_goff|q25,2.19,-0.047442263150776015,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t6_goff|q75,2.19,0.10676244539889435,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t6_goff|n_series,2.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t6_gon|median,3.19,0.07159566040600951,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t6_gon|q25,3.19,0.007257869492067942,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t6_gon|q75,3.19,0.17794952662093966,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t6_gon|n_series,3.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t3.5_goff|median,4.19,0.07194326284731034,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t3.5_goff|q25,4.19,0.0008840413881117115,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t3.5_goff|q75,4.19,0.12260881883183311,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t3.5_goff|n_series,4.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t3.5_gon|median,5.19,0.03475364359080857,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t3.5_gon|q25,5.19,-0.025732940239354768,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t3.5_gon|q75,5.19,0.11523557633682763,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.5_t3.5_gon|n_series,5.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_gauss_goff|median,6.19,0.06963987846456643,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_gauss_goff|q25,6.19,0.003366235119799277,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_gauss_goff|q75,6.19,0.16349141048640398,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_gauss_goff|n_series,6.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_gauss_gon|median,7.19,0.06667540829000451,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_gauss_gon|q25,7.19,0.016211890284002217,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_gauss_gon|q75,7.19,0.1567368943238221,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_gauss_gon|n_series,7.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t6_goff|median,8.19,0.08308124113084825,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t6_goff|q25,8.19,-0.028115863479222875,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t6_goff|q75,8.19,0.18940763446613246,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t6_goff|n_series,8.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t6_gon|median,9.19,0.0554561404139966,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t6_gon|q25,9.19,0.006554702318060157,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t6_gon|q75,9.19,0.14627742731196114,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t6_gon|n_series,9.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t3.5_goff|median,10.19,0.06488759557344859,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t3.5_goff|q25,10.19,-0.013900945260453018,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t3.5_goff|q75,10.19,0.15183237386848103,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t3.5_goff|n_series,10.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t3.5_gon|median,11.19,0.10671238546201667,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t3.5_gon|q25,11.19,0.037975201171667416,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t3.5_gon|q75,11.19,0.25413907807520214,x=condition index; y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig1_s1_condition_gap,main,LORA|phi0.9_t3.5_gon|n_series,11.19,40.0,x=condition index; y=series count,S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series0,-0.3662954454850092,0.007127357112953536,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series1,-0.08080151176750736,0.028587695973818272,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series2,-0.08816833841314153,-0.2192821881253273,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series3,-0.03823229605945454,0.010146940861105902,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series4,-0.11395414899923287,-0.011331875785328682,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series5,-0.21173910596244575,0.04691286550487961,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series6,-0.09617516140362839,0.1185541430550332,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series7,-0.22837227412512387,-0.03390987036475024,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series8,-0.09032479017483648,0.0007410833415566476,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series9,-0.21750067095271602,0.0025975477548183523,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series10,-0.08373471982838732,0.1723106901200122,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series11,-0.14537795484794475,-0.019805320373784907,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series12,-0.07961349890176485,0.11263914037090106,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series13,-0.06888923843814382,0.023852719083866436,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series14,-0.1986999953553361,-0.005630894537167586,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series15,-0.20806411602239439,0.005119458854157655,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series16,-0.06229249086433533,0.16065067206096084,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series17,-0.21784169877318546,0.1034653665264238,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series18,-0.252240235410034,0.24662124625747217,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series19,-0.2449621032078506,0.6904485362827271,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series20,-0.235309109337337,0.09447137520736493,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series21,-0.30667154516783746,0.0328937791635564,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series22,-0.15122379740551833,0.11204088786453248,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series23,-0.020178954684856483,-0.1299589436419708,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series24,-0.31072287272398263,0.04045615178330175,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series25,-0.05913717055595104,0.1524143620122007,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series26,-0.11891036956281925,-0.0583820502834852,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series27,-0.16368584897093874,0.040260290153334655,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series28,-0.238250092251661,0.02891715131821715,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series29,-0.2150869765775813,0.022408835030593766,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series30,-0.04557492896995484,-0.03308912784146456,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series31,-0.17832753458783446,0.1756519263832046,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series32,-0.20777618890049537,-0.025063677066256118,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series33,-0.10879094089228097,-0.0028213819495265247,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series34,-0.12206614132096363,0.017835871472109854,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series35,-0.22280345250298517,-0.017682900729965256,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series36,-0.08585412567548249,-0.058750234577820026,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series37,-0.1255562063256096,-0.027049142676425997,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series38,-0.043351036899092615,0.04016649887175894,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_goff|series39,-0.152653138210458,-0.019760744406966513,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_gon|series0,-0.24358805161552755,-0.06433435286139977,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_gon|series1,-0.12882892842770205,0.04065293134949988,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_gon|series2,-0.1609527007885026,0.2944046903469224,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_gon|series3,0.05913360250760033,0.1631154085065496,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_gon|series4,-0.16318852977406634,0.10750783900767336,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_gon|series5,-0.136138038963583,0.17637718719287876,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
fig2_xi_vs_gap_s1,F0,F0|phi0.5_gauss_gon|series6,0.022110258476300933,-0.04228691885525193,x=GPD shape (dimensionless); y=gap ratio (dimensionless),S1_SCORES.csv + S1_DIFFICULTY.csv
