building_id,physical_group,meter_ids,hash,eligible,reason,observed_hours,archive_finite_hours,timezone,block_start,block_end_exclusive
Rat_education_Kandice,kaggle:313,Rat_education_Kandice,09bc927e5f5228c8f7f379a76b8d213154bcaed35994b489934717228f323438,True,ELIGIBLE,17510,17544,US/Eastern,2016-03-27 00:00:00,2016-07-25 00:00:00
Bear_education_Lashanda,kaggle:616,Bear_education_Lashanda,09dccc1d8234528ea5d31fe4bd62cf8cbe92e281aec421086d857112e63d1a77,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_office_Ashlee,bdg:Rat_office_Ashlee,Rat_office_Ashlee,0a03199345f8e489d40e86e98b45e5b96c591c390ddb6ab82a32c81cb0ee99a2,True,ELIGIBLE,8778,8784,US/Eastern,2016-04-30 00:00:00,2016-08-28 00:00:00
Rat_lodging_Ardell,kaggle:436,Rat_lodging_Ardell,0b2335dc3a5aa22e9d17dab0f3dbb6611257a82798a6d5d84bebdf0d02d135fb,True,ELIGIBLE,17468,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Irma,kaggle:494,Rat_education_Irma,0b95ab8a840e015dd997e1ebfd1100256b014245706bc28e082af9d6d615e5d1,True,ELIGIBLE,17488,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Chrissy,kaggle:296,Rat_public_Chrissy,0caeab6dc87d605e6ead6aed8506e1c9e833ed5abeb1393b11d8577860e94ecd,True,ELIGIBLE,17144,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Panther_education_Neal,kaggle:60,Panther_education_Neal,0ce164ffdd402c9a475f89f091458550f55d0a5df360cfdb37521e927bfb0905,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_lodging_Jeannette,kaggle:512,Rat_lodging_Jeannette,0d654f91f89da6aec56f903b7edbc5cb70b62a1776822de07f72b540ed2994af,True,ELIGIBLE,17514,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Holly,kaggle:579,Bear_education_Holly,0df3e2685761c233735e7b482a2688151239a91fdef1187fac4210956c7f50fd,True,ELIGIBLE,17387,17544,US/Pacific,2016-05-21 00:00:00,2016-09-18 00:00:00
Rat_education_Debra,kaggle:306,Rat_education_Debra,0e1369eb22a851d07dd0e5ff22abf1dde6896476ff39a0d1d0f9ceb8ae4644c2,True,ELIGIBLE,17445,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Rat_assembly_Kimberley,kaggle:367,Rat_assembly_Kimberley,0e34935eb3aa0d76cbb84ff4c62bdfc2858152e03fed6d1c06e53790817bf23f,True,ELIGIBLE,17515,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_lodging_Teresita,kaggle:35,Panther_lodging_Teresita,0eef722019fe342df8ee64ce8e038240182f303320b9fc03cd5729545b3f3712,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Fox_education_Etta,kaggle:211,Fox_education_Etta,0f0ce084a2fcab338f5c6ae8a8e9a297915b08aadb97a4a9cef712ca0d9d9230,True,ELIGIBLE,17524,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Fox_education_Otilia,kaggle:212,Fox_education_Otilia,0ffc94c8804586dc08b35d950f3a518a45e28200055877a03ab9f9ff42c052ba,True,ELIGIBLE,17526,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Bear_assembly_Genia,kaggle:644,Bear_assembly_Genia,109f6fab89b1ecb75081bda1f293e309ec04993a4fdafbd32a66c79ed5012939,True,ELIGIBLE,17377,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_retail_Jeffrey,kaggle:368,Rat_retail_Jeffrey,10c31df110e2049f6bfb715f92d6f5e07c5b9e3d6adfb65cc2daec44437c02fa,True,ELIGIBLE,17517,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_education_Emily,kaggle:91,Panther_education_Emily,10df390c44641efa035bc2b4946589b64ae28ec4e909e80453aed207371cad3f,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Kermit,kaggle:463,Rat_public_Kermit,11036e2f768496c7b2dba0001324787e26da7f84bf8132d7113ee07798409e08,True,ELIGIBLE,17059,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_office_Jesus,kaggle:25,Panther_office_Jesus,11afd2ce13982e11862ba2701c9d26f6129c7a60bfdfca061c3d21ae5862f6f8,True,ELIGIBLE,8749,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Bear_education_Leonel,kaggle:650,Bear_education_Leonel,11bd0596628dfe56c17a31db89325fe9a64305d22eb651525044848eae7766db,True,ELIGIBLE,17540,17544,US/Pacific,2016-06-01 00:00:00,2016-09-29 00:00:00
Rat_office_Mei,kaggle:522,Rat_office_Mei,1200f9e394a839dedf0a4318f9e0d9b46c43a0354fdfb945f204a92d34a3c75b,True,ELIGIBLE,17200,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Bear_education_Wm,kaggle:630,Bear_education_Wm,12d84751cf8087fb3faaf6db3ea52afc1ac011a23e58a50ade8a1fe724f851c0,True,ELIGIBLE,17539,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Desiree,kaggle:525,Rat_public_Desiree,1336f9a0cae28c1723cacaff2fa1f91e7af6269682a9c3beddc502d6d5338805,True,ELIGIBLE,17480,17544,US/Eastern,2016-05-03 00:00:00,2016-08-31 00:00:00
Rat_other_Daphne,kaggle:508,Rat_other_Daphne,1359fa0396e85936a7a56e45fd42dbbdd7be3fab9e6b86d7558b7e84a3e3acf0,True,ELIGIBLE,17472,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Fox_assembly_Adrianne,kaggle:284,Fox_assembly_Adrianne,1421342a4404795068fecd5d7eaf37cd5af023bca610ad42c65926f601676c02,True,ELIGIBLE,17519,17544,US/Mountain,2016-07-14 00:00:00,2016-11-11 00:00:00
Fox_education_Jaclyn,kaggle:210,Fox_education_Jaclyn,144bc42c91fec2b7888c77bab587429a2211fda4fa71b02ed648900a28f1037d,True,ELIGIBLE,17528,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_education_Esther,kaggle:488,Rat_education_Esther,14e5103bc917e79b7ed5fbc290afe8ebdcef5e231360249157224361526d5dbd,True,ELIGIBLE,17467,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_assembly_Rolland,kaggle:532,Rat_assembly_Rolland,152565efa197e0bf4d4b4051b98ff1d4f6cecc8d76e1c0d479e1d50dea56b59b,True,ELIGIBLE,17512,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_food_Scott,kaggle:281,Fox_food_Scott,155456984da9b1832d00bd98b11f29d99e2e4ec7251129c078beab495dfdd06b,True,ELIGIBLE,17528,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Rat_education_Elisa,kaggle:336,Rat_education_Elisa,15b6afc52bde14946418dd94a8cf3784a3420ec143c766fa5d5a839aeaa9fb10,True,ELIGIBLE,17516,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Mara,kaggle:611,Bear_education_Mara,16661cbe2793741b0c79f4e513e0bfe5f648cb2264e0d1fe12c0672d336f208c,True,ELIGIBLE,17233,17544,US/Pacific,2016-09-28 00:00:00,2017-01-26 00:00:00
Rat_public_Sean,kaggle:316,Rat_public_Sean,168e6f86d48a17ae5733f589f53946446641201bc2ffa9d880eea431cfb529da,True,ELIGIBLE,17492,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_retail_Manie,kaggle:170,Fox_retail_Manie,16bbc8b940b9c0e72067552f122a79bc2dbc76fead2bc128b4122f7987afc77b,True,ELIGIBLE,17528,17544,US/Mountain,2016-05-12 00:00:00,2016-09-09 00:00:00
Fox_education_Elvira,kaggle:181,Fox_education_Elvira,16bd46e3fed8ae8a127d8d52e6468cdd701b4e3a9ae2bc1a0b4a422210f496fb,True,ELIGIBLE,17522,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Panther_lodging_Fausto,kaggle:66,Panther_lodging_Fausto,16cdf4142952681eac580dbb0f3e41df902ffd8f119394197757f2677f9b6d30,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Bear_assembly_Ruby,kaggle:608,Bear_assembly_Ruby,178f08a6c89416b1bd6c0aa68a69590c9ec7689e5fa0b4b97573fbfbef647039,True,ELIGIBLE,17504,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Wilton,kaggle:645,Bear_education_Wilton,17bbb9c214465265f5586bd61b896adf7db1d874e9490b1208f6aaaefc2c5f7a,True,ELIGIBLE,17527,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Michelle,kaggle:440,Rat_public_Michelle,18385c2abede44f4e90684efcbf8993f1beeb45ff29329b19d074852510fac3e,True,ELIGIBLE,17484,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Nydia,kaggle:350,Rat_education_Nydia,184bd94346547a757d3762f56ec58514f89b59a532bc0069ac1b24cc6e5d68bc,True,ELIGIBLE,17389,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Dana,kaggle:442,Rat_education_Dana,184d237fa248ffa73b645efdc5ab7df26b2f8c8b5dfab3d682b26a95de709d04,True,ELIGIBLE,17515,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_office_Rosemary,kaggle:480,Rat_office_Rosemary,186153e547f30b063536894c606dcabbfb44b4f888be290e6abea465dc9577c6,True,ELIGIBLE,17491,17544,US/Eastern,2016-06-24 00:00:00,2016-10-22 00:00:00
Rat_public_Sade,kaggle:477,Rat_public_Sade,18cb6394d1060202ec1bba778208c9801b65f598e6bfcfef7ddee3143f13594a,True,ELIGIBLE,17443,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_assembly_Alex,kaggle:428,Rat_assembly_Alex,1a2a881e384127ee61c7c8dd1d071df13b66bcef2c51e81a20f18f7707f20bb0,True,ELIGIBLE,17348,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Gloria,kaggle:192,Fox_education_Gloria,1a8519f2efdc070cfacb66cc21bf2c03e7b8ce3bc1328f72109ceb4d8f5f6e36,True,ELIGIBLE,17532,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_office_Lora,kaggle:335,Rat_office_Lora,1a9f0c1e56deb43b0fbef8920e6f6e5b2084ea4bbc020c08600251b06fc8465a,True,ELIGIBLE,17516,17544,US/Eastern,2016-06-07 00:00:00,2016-10-05 00:00:00
Rat_education_Earnest,kaggle:333,Rat_education_Earnest,1ac94390d3cb646a207b74d2f203a7afa5caf6abf116268415b54f5872430f4d,True,ELIGIBLE,17468,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Rat_lodging_Dwight,kaggle:342,Rat_lodging_Dwight,1acc5aa71584f040357133b67aab268a3c57003831c45a5c521f180bd999bf45,True,ELIGIBLE,17510,17544,US/Eastern,2016-07-09 00:00:00,2016-11-06 00:00:00
Rat_public_Wilbur,kaggle:404,Rat_public_Wilbur,1afea739bf08d1dfbf235d11a0aed3ad842d9a9829515d0fb3234b4b3312ef28,True,ELIGIBLE,17464,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_parking_Jody,kaggle:69,Panther_parking_Jody,1be59b96eb77bf4e4174243c2a2748d3008a9559b963d548fffc09df374f5869,False,NO_120D_OBSERVED_BLOCK,8153,8760,US/Eastern,,
Fox_lodging_Winifred,kaggle:205,Fox_lodging_Winifred,1d1cf2e7c2ad4b9a584faac07fef4f620183c4d1e8d1b4d6f191ed711eca5ce6,True,ELIGIBLE,17540,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Panther_education_Janis,kaggle:86,Panther_education_Janis,1e0092c4b3aa8e11708554c9d71d0750bdde67025ed6ca3475674e553ad35de8,True,ELIGIBLE,8747,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Tricia,kaggle:502,Rat_public_Tricia,1e01d4c6d7bc7b1278279118061ca859a93957153974b2d7895b14623517b5d5,True,ELIGIBLE,17516,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Katy,kaggle:618,Bear_education_Katy,1e5833753d142736a01be7997c9adcb9f5feb301a1ac464f33caaf23b0833f45,True,ELIGIBLE,17539,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Vickie,kaggle:516,Rat_public_Vickie,1e80c55cb1a41d3473463f8a2a47b44b7eb6098d9ce4f4892f824fc904c29d81,True,ELIGIBLE,17487,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Rat_education_Lynn,kaggle:364,Rat_education_Lynn,1ea8188e020317edc7a000b12a3f9920687c2880aeb1a90bcd668ed7876560e9,True,ELIGIBLE,17492,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Elois,kaggle:189,Fox_education_Elois,1f67e31cb7006ff97af181abf0da4e5f9b682f56acfc927075b75359a72fe43b,True,ELIGIBLE,17536,17544,US/Mountain,2016-09-21 00:00:00,2017-01-19 00:00:00
Fox_education_Suzan,kaggle:255,Fox_education_Suzan,1f868d0473d07405c079d7d7b21fe700840fb26487f0db365d6fbdeb2a429f51,True,ELIGIBLE,17429,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Fox_education_Lesley,kaggle:256,Fox_education_Lesley,20bd80e62525f146a7355f7433fa65eb27024b64248cc2c9e98fef5fb129223b,True,ELIGIBLE,17507,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Fox_lodging_Frances,kaggle:240,Fox_lodging_Frances,20e1cf723de25ac6647f8d969cc7e8fbc6967d4fe51ca01007d15d94bdb834fa,True,ELIGIBLE,17529,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_office_Jessica,kaggle:448,Rat_office_Jessica,2234b548f300ce974f8385b53e7946e03cc27e24de5f27e668599fd446d1c827,True,ELIGIBLE,17312,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Allyson,kaggle:484,Rat_public_Allyson,229dae4215f3ae31e7b5a2fff8ee2b77be07967fea14683d726135fe761669c9,True,ELIGIBLE,17463,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Wilmer,kaggle:297,Rat_education_Wilmer,22d7e2f6ad41326b281224a238cc593a9166158cec6fa654d22409bb042db3b9,True,ELIGIBLE,17444,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Panther_office_Graham,kaggle:15,Panther_office_Graham,234a9400c4a6a43562e19a0d18aaa60ddb074de515964b76f3eea4f359ad36d0,True,ELIGIBLE,8607,8760,US/Eastern,2017-07-25 00:00:00,2017-11-22 00:00:00
Fox_lodging_Jina,kaggle:239,Fox_lodging_Jina,23e0bb090586b6f790791ae6f496350d1ee8e8eeeec9519a33f9fad17d0b0c3b,True,ELIGIBLE,17537,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_assembly_Ezequiel,kaggle:294,Rat_assembly_Ezequiel,24e3c661a3d33f9992cce453379d7334dc58fcc8114f01a8e320ae61703d3635,True,ELIGIBLE,17515,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Lidia,kaggle:642,Bear_education_Lidia,25495f35780b4962b2ef49f7991ba328d1e8b0c76b05b787cdb9c7a2698e3a66,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Lilly,kaggle:250,Fox_education_Lilly,254e3fc7af1026b5cbd3aaf36115341c555a8386b1951cc164dc6bb72f5330f0,True,ELIGIBLE,17445,17544,US/Mountain,2016-08-25 00:00:00,2016-12-23 00:00:00
Rat_public_Fredrick,kaggle:444,Rat_public_Fredrick,257af53683ca0dc74d04c53513c127c0df5c55137679623c2a632fd1d3d4bd58,True,ELIGIBLE,16940,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_assembly_Jose,kaggle:640,Bear_assembly_Jose,2610e9d30744442b8d4e09f15c61dceef6f7eb25b251e0a90961bc9d907181f8,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Hortencia,kaggle:530,Rat_public_Hortencia,268c3dd594fd65485ee222dfdb1bcb0adfc456afcf28342e85f5f4ad443fddd3,True,ELIGIBLE,17468,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_education_Vincent,kaggle:7,Panther_education_Vincent,2780a2d677796b80ec61f645194bd747529bef4b135d6224d391525fef725365,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Fox_office_Vicki,kaggle:275,Fox_office_Vicki,2796e5d933661735b539917c6674ca8a9e0c8d256d617e5f89b84c42e18dfc09,True,ELIGIBLE,17533,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Rat_public_Neil,kaggle:427,Rat_public_Neil,2825253976951cb87ab7684e68d139e5ca3d48f065ed883904132221f848eb56,True,ELIGIBLE,17501,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Rat_education_Royal,kaggle:358,Rat_education_Royal,2877b4b292414049e2f5068959b549e5bf95554421bf0ac40c4c34e246d4c3e9,True,ELIGIBLE,17492,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Rat_health_Rosaria,kaggle:535,Rat_health_Rosaria,28f3623fec994c4a345b07ea8378da29c0e2869e64a541ee06cdf104a9c43682,True,ELIGIBLE,17490,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Bob,kaggle:589,Bear_education_Bob,2947766fc8cb3d78f867ca5f7269964c8cf3ddb898a0d162b8c2541ddcc2a651,True,ELIGIBLE,17542,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_utility_Marian,kaggle:285,Fox_utility_Marian,29fc950c4bd65d8ba01c27f5a349e9a98199457ef6924bb7257f51f0590e2b3e,True,ELIGIBLE,17541,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Rat_education_Paula,kaggle:344,Rat_education_Paula,2a166a60a52011a4d761145846e8a3e31225fe9a8b0a93bcbe01b523210935d7,True,ELIGIBLE,17348,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Fox_public_Denny,kaggle:156,Fox_public_Denny,2b518cd7078a9d7b3bdd6bcba8f4f19829e84ae47d00e1492565d91a6dedfba1,True,ELIGIBLE,17537,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Fox_office_Alice,kaggle:246,Fox_office_Alice,2d1afc64fc02f1288b9a5156b8eae72c1222c17383bfacabcbd67af2900f3938,True,ELIGIBLE,17540,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_public_Dexter,kaggle:497,Rat_public_Dexter,2dbd2508cfc03f56c0b5a28590f010e0311510751cae794008a6f4130b41d189,True,ELIGIBLE,17444,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Bear_education_Lewis,kaggle:623,Bear_education_Lewis,2df8a777defe8235c54681a5f6b862e2c10e44f290db796832a8742874c3ba15,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_office_Danica,kaggle:99,Panther_office_Danica,2ef210ab33a604459e42211e7824ea2b3e890b6c906d008371d8c4b7d43208d0,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Bear_education_Lila,kaggle:622,Bear_education_Lila,2f98550c461a46875614d57135e40d6f28d83017c0ee6851207a17f9c1e4be1e,True,ELIGIBLE,17542,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_science_Eleanor,kaggle:575,Bear_science_Eleanor,2fab924a10cd81369e0e7cb5495c9da724425aa653fa78f4102037c2fba84aa4,True,ELIGIBLE,17482,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Lorie,kaggle:592,Bear_education_Lorie,304fece9ce7e5cd4a9ebb1304868165e9df0dde1aeb9cfa9f1325c7699787b14,False,NO_120D_OBSERVED_BLOCK,17488,17544,US/Pacific,,
Fox_education_Long,kaggle:216,Fox_education_Long,3084e604d2014a9dc65864fd0824e971978cdfe507376015ee02097535766ff8,True,ELIGIBLE,17540,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Bear_education_Thuy,kaggle:595,Bear_education_Thuy,308d9f87375aedf01399474356b4ef5085921d5b043286ee664d01f02803d629,True,ELIGIBLE,17542,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Alyson,bdg:Rat_education_Alyson,Rat_education_Alyson,319c38be0d40ec339ea44eb548996224fc2fffbc0d5ddfa05cc2f6111ef988b1,True,ELIGIBLE,8782,8784,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Willis,kaggle:223,Fox_education_Willis,324e1147d09976eea31f4b66d36ce54ec8b1f9a4f69de19023f4a8f4d0d57a74,True,ELIGIBLE,17541,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Fox_office_Susanne,kaggle:158,Fox_office_Susanne,32ad28815d7c149010095809656937a53b8179595885b5bb39a5830412593ac9,True,ELIGIBLE,17541,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Rat_public_Lloyd,kaggle:397,Rat_public_Lloyd,32cb3f85c33f4d8807a1dcb7e143bcb4e9f74d258bea7098b8f2a3961c19110e,True,ELIGIBLE,17468,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
