signal,time,observed,fixed_tau_fit,residual_observed_minus_fit
reaTRet_y,1901890.0,301.2611691011724,301.27693615966393,-0.015767058491519492
reaTRet_y,1901900.0,301.27245378248386,301.2864907858766,-0.01403700339272973
reaTRet_y,1901910.0,301.28372880332597,301.29601361635747,-0.012284813031499198
reaTRet_y,1901920.0,301.2949932335999,301.305504756916,-0.010511523316097282
reaTRet_y,1901930.0,301.30624618065326,301.31496431300934,-0.008718132356079877
reaTRet_y,1901940.0,301.3174867880456,301.32439238974376,-0.006905601698178998
reaTRet_y,1901950.0,301.3287142343523,301.3337890918758,-0.005074857523538867
reaTRet_y,1901960.0,301.3399277320073,301.3431545238133,-0.003226791806014262
reaTRet_y,1901970.0,301.35112652618284,301.35248878961687,-0.0013622634340322293
reaTRet_y,1901980.0,301.3623098937041,301.36179199300045,0.0005179007036417715
reaTRet_y,1901990.0,301.37347714199893,301.3710642373332,0.002412904665732185
reaTRet_y,1902000.0,301.3846276080805,301.3803056256402,0.004321982440330885
reaTRet_y,1902010.0,301.395760657563,301.38951626060344,0.006244396959573351
reaTRet_y,1902020.0,301.4068756837078,301.39869624456355,0.008179439144271328
reaTRet_y,1902030.0,301.41797210650094,301.40784567952045,0.010126426980491487
reaTRet_y,1902040.0,301.42904937175894,301.4169646671346,0.012084704624328424
reaTRet_y,1902050.0,301.44010695026356,301.4260533087281,0.01405364153544042
reaTRet_y,1902060.0,301.4511443369239,301.4351117052861,0.01603263163781321
reaTRet_y,1902070.0,301.4621610499653,301.4441399574574,0.018021092507865433
reaTRet_y,1902080.0,301.4731566301438,301.45313816555614,0.020018464587678864
reaTRet_y,1902090.0,301.48413063998635,301.46210642956237,0.02202421042397873
reaTRet_y,1902100.0,301.495082663054,301.47104484912364,0.024037813930362972
reaTRet_y,1902110.0,301.50601230322945,301.47995352355576,0.02605877967368997
reaTRet_y,1902120.0,301.51691918402685,301.4888325518442,0.028086632182635185
reaTRet_y,1902130.0,301.527802947924,301.49768203264483,0.030120915279155724
reaTRet_y,1902140.0,301.53866325571545,301.5065020642853,0.032161191430134295
reaTRet_y,1902150.0,301.5494997858863,301.5152927447661,0.03420704112022577
reaTRet_y,1902160.0,301.56031223400623,301.52405417176146,0.03625806224476946
reaTRet_y,1902170.0,301.57110031214245,301.5327864426208,0.038313869521630295
reaTRet_y,1902180.0,301.581863748292,301.54148965436934,0.0403740939226509
reaTRet_y,1902190.0,301.5926022858316,301.5501639037096,0.042438382122043095
reaTRet_y,1902200.0,301.6033156829856,301.5588092870221,0.04450639596353767
reaTRet_y,1902210.0,301.61400371231025,301.5674259003668,0.04657781194345034
reaTRet_y,1902220.0,301.62466616019526,301.576013839484,0.04865232071125547
reaTRet_y,1902230.0,301.6353028263807,301.5845731997953,0.05072962658545066
reaTRet_y,1902240.0,301.6459135234901,301.5931040764047,0.05280944708539437
reaTRet_y,1902250.0,301.6564980765774,301.6016065640999,0.054891512477524884
reaTRet_y,1902260.0,301.6670563226895,301.61008075735305,0.0569755653364723
reaTRet_y,1902270.0,301.6775881104426,301.61852675032196,0.05906136012066554
reaTRet_y,1902280.0,301.68809329961175,301.6269446368511,0.06114866276067232
reaTRet_y,1902290.0,301.69857176073367,301.63533451047255,0.0632372502611247
reaTRet_y,1902300.0,301.7090233747233,301.64369646440724,0.06532691031605964
reaTZon_y,1901110.0,294.6443271028207,294.6352645900363,0.009062512784396404
reaTZon_y,1901120.0,294.6442739573971,294.63558856056494,0.008685396832163406
reaTZon_y,1901130.0,294.64421674861796,294.63591145298966,0.008305295628304066
reaTZon_y,1901140.0,294.64415616966204,294.6362332708982,0.00792289876386576
reaTZon_y,1901150.0,294.64409291487254,294.6365540178662,0.007538897006327261
reaTZon_y,1901160.0,294.64402767232014,294.63687369745764,0.007153974862490031
reaTZon_y,1901170.0,294.64396110314436,294.63719231322443,0.006768789919931351
reaTZon_y,1901180.0,294.6438938369602,294.6375098687068,0.006383968253430794
reaTZon_y,1901190.0,294.64382647151376,294.63782636743315,0.0060001040806128
reaTZon_y,1901200.0,294.6437595666374,294.6381418129201,0.0056177537173311975
reaTZon_y,1901210.0,294.64369364832476,294.6384562086726,0.005237439652148623
reaTZon_y,1901220.0,294.64362920900663,294.638769558184,0.004859650822652384
reaTZon_y,1901230.0,294.643566706098,294.6390818649359,0.004484841162081921
reaTZon_y,1901240.0,294.6435065675247,294.6393931323984,0.00411343512627127
reaTZon_y,1901250.0,294.6434491978498,294.6397033640301,0.003745833819721156
reaTZon_y,1901260.0,294.6433949645702,294.64001256327793,0.0033824012922423208
reaTZon_y,1901270.0,294.6433442179703,294.6403207335774,0.0030234843928838018
reaTZon_y,1901280.0,294.64329728026297,294.6406278783528,0.0026694019101682898
reaTZon_y,1901290.0,294.6432544553214,294.64093400101666,0.0023204543047654624
reaTZon_y,1901300.0,294.64321602754916,294.64123910497045,0.001976922578705853
reaTZon_y,1901310.0,294.6431822620774,294.64154319360426,0.0016390684731391048
reaTZon_y,1901320.0,294.643153410139,294.64184627029675,0.001307139842253946
reaTZon_y,1901330.0,294.6431297047459,294.6421483384155,0.0009813663303930298
reaTZon_y,1901340.0,294.64311136569364,294.6424494013168,0.0006619643768317474
reaTZon_y,1901350.0,294.6430986015181,294.6427494623458,0.00034913917227186175
reaTZon_y,1901360.0,294.6430916083138,294.64304852483656,4.308347723736006e-05
reaTZon_y,1901370.0,294.64309057176706,294.6433465921119,-0.00025602034486382763
reaTZon_y,1901380.0,294.6430956677244,294.64364366748384,-0.0005479997594193264
reaTZon_y,1901390.0,294.64310705939494,294.6439397542531,-0.0008326948581611759
reaTZon_y,1901400.0,294.6431249004951,294.6442348557095,-0.0011099552144173686
reaTZon_y,1901410.0,294.6431493390164,294.64452897513206,-0.0013796361156437342
reaTZon_y,1901420.0,294.64318051679277,294.6448221157887,-0.0016415989959455146
reaTZon_y,1901430.0,294.64321856760193,294.64511428093664,-0.0018957133347043964
reaTZon_y,1901440.0,294.64326361701814,294.645405473822,-0.0021418568038598096
reaTZon_y,1901450.0,294.6433157837864,294.6456956976804,-0.0023799138940034936
reaTZon_y,1901460.0,294.6433751809297,294.6459849557365,-0.002609774806785481
reaTZon_y,1901470.0,294.64344191592386,294.64627325120426,-0.002831335280404801
reaTZon_y,1901480.0,294.643516090552,294.646560587287,-0.0030444967350149454
reaTZon_y,1901490.0,294.64359780105576,294.6468469671774,-0.0032491661216340617
reaTZon_y,1901500.0,294.64368713855487,294.64713239405734,-0.0034452555024699905
reaTZon_y,1901510.0,294.6437841894138,294.6474168710983,-0.003632681684507588
reaTZon_y,1901520.0,294.64388903543033,294.6477004014611,-0.0038113660307885766
reaTZon_y,1901530.0,294.64400175395167,294.6479829882962,-0.003981234344507811
reaTZon_y,1901540.0,294.6441224180353,294.64826463474327,-0.0041422167079758765
reaTZon_y,1901550.0,294.64425109665274,294.64854534393186,-0.004294247279119645
reaTZon_y,1901560.0,294.64438785488016,294.6488251189809,-0.004437264100715765
reaTZon_y,1901570.0,294.6445327540472,294.64910396299905,-0.004571208951858807
reaTZon_y,1901580.0,294.644685851866,294.6493818790845,-0.004696027218528798
reaTZon_y,1901590.0,294.6448472025616,294.6496588703253,-0.004811667763704008
reaTZon_y,1901600.0,294.645016857007,294.6499349397991,-0.004918082792073619
reaTZon_y,1901610.0,294.6451948628509,294.65021009057335,-0.005015227722481086
reaTZon_y,1901620.0,294.64538126463293,294.65048432570524,-0.005103061072304627
reaTZon_y,1901630.0,294.64557610389124,294.6507576482419,-0.005181544350648437
reaTZon_y,1901640.0,294.64577941926564,294.6510300612202,-0.005250641954546609
reaTZon_y,1901650.0,294.64599124659856,294.6513015676669,-0.005310321068350277
reaTZon_y,1901660.0,294.6462116190316,294.65157217059885,-0.005360551567264338
reaTZon_y,1901670.0,294.6464405670958,294.65184187302276,-0.005401305926966415
reaTZon_y,1901680.0,294.6466781187978,294.6521106779352,-0.005432559137375392
reaTZon_y,1901690.0,294.64692429970233,294.652378588323,-0.005454288620683201
reaTZon_y,1901700.0,294.6471791330108,294.6526456071629,-0.005466474152115097
reaTZon_y,1901710.0,294.64744263963746,294.6529117374218,-0.005469097784327914
reaTZon_y,1901720.0,294.6477148382818,294.65317698205666,-0.005462143774877859
reaTZon_y,1901730.0,294.6479957454969,294.65344134401477,-0.00544559851783788
reaTZon_y,1901740.0,294.64828537575596,294.6537048262333,-0.005419450477347709
reaTZon_y,1901750.0,294.6485837415153,294.65396743164,-0.005383690124688201
reaTZon_y,1901760.0,294.6488908532755,294.65422916315265,-0.005338309877174652
reaTZon_y,1901770.0,294.64920671963944,294.65449002367933,-0.0052833040398923
reaTZon_y,1901780.0,294.64953134736805,294.65475001611856,-0.005218668750501365
reaTZon_y,1901790.0,294.6498647414343,294.6550091433591,-0.00514440192478105
reaTZon_y,1901800.0,294.6502069050745,294.6552674082802,-0.005060503205697842
reaTZon_y,1901810.0,294.65055783983803,294.6555248137514,-0.004966973913383299
reaTZon_y,1901820.0,294.65091754563497,294.65578136263287,-0.004863816997897175
reaTZon_y,1901830.0,294.65128602078255,294.65603705777505,-0.004751036992502122
reaTZon_y,1901840.0,294.65166326204934,294.65629190201906,-0.004628639969723736
reaTZon_y,1901850.0,294.652049264698,294.6565458981965,-0.00449663349849061
reaTZon_y,1901860.0,294.65244402252716,294.65679904912946,-0.004355026602297585
reaTZon_y,1901870.0,294.65284752791155,294.6570513576309,-0.0042038297193585095
reaTZon_y,1901880.0,294.65325977184085,294.6573028265041,-0.0040430546632705955
reaTZon_y,1901890.0,294.6536807439576,294.65755345854325,-0.003872714585668291
reaTZon_y,1901900.0,294.65411043259405,294.6578032565331,-0.0036928239390476847
reaTZon_y,1901910.0,294.6545488248081,294.65805222324923,-0.0035033984411256824
reaTZon_y,1901920.0,294.6549959064179,294.6583003614579,-0.0033044550399949912
reaTZon_y,1901930.0,294.6554516620363,294.65854767391625,-0.0030960118799612246
reaTZon_y,1901940.0,294.6559160751038,294.6587941633722,-0.0028780882684031894
reaTZon_y,1901950.0,294.65638912792133,294.6590398325644,-0.00265070464308792
reaTZon_y,1901960.0,294.6568708016821,294.6592846842227,-0.0024138825406225806
reaTZon_y,1901970.0,294.657361076503,294.65952872106755,-0.0021676445645653075
reaTZon_y,1901980.0,294.6578599314548,294.6597719458105,-0.0019120143556961011
reaTZon_y,1901990.0,294.658367344593,294.6600143611541,-0.0016470165610940057
reaTZon_y,1902000.0,294.65888329298673,294.6602559697917,-0.001372676804976436
reaTZon_y,1902010.0,294.6594077527485,294.66049677440805,-0.0010890216595385027
reaTZon_y,1902020.0,294.6599406990623,294.6607367776786,-0.0007960786163039302
reaTZon_y,1902030.0,294.66048210621204,294.6609759822702,-0.0004938760581580937
reaTZon_y,1902040.0,294.66103194760944,294.66121439084054,-0.00018244323109684046
reaTZon_y,1902050.0,294.66159019582136,294.6614520060387,0.00013818978266044724
reaTZon_y,1902060.0,294.66215682259656,294.6616888305048,0.0004679920917851632
reaTZon_y,1902070.0,294.6627317988923,294.6619248668702,0.0008069320221011367
reaTZon_y,1902080.0,294.6633150949009,294.66216011775765,0.0011549771432441958
reaTZon_y,1902090.0,294.663906680075,294.66239458578093,0.0015120942940711757
reaTZon_y,1902100.0,294.6645065231534,294.6626282735453,0.0018782496081257705
reaTZon_y,1902110.0,294.6651145921861,294.6628611836473,0.0022534085388201675
reaTZon_y,1902120.0,294.66573085455866,294.6630933186748,0.0026375358838777174
reaTZon_y,1902130.0,294.6663552770168,294.66332468120703,0.0030305958097756047
reaTZon_y,1902140.0,294.6669878256903,294.6635552738148,0.0034325518755053963
reaTZon_y,1902150.0,294.6676284661164,294.66378509906014,0.0038433670562767475
reaTZon_y,1902160.0,294.6682771632635,294.66401415949673,0.00426300376676636
reaTZon_y,1902170.0,294.66893388155324,294.6642424576697,0.004691423883571133
reaTZon_y,1902180.0,294.6695985848834,294.66446999611566,0.005128588767718156
reaTZon_y,1902190.0,294.67027123665,294.66469677736285,0.0055744592871747045
reaTZon_y,1902200.0,294.6709517997688,294.664922803931,0.006028995837766615
reaTZon_y,1902210.0,294.6716402366966,294.6651480783316,0.006492158365006162
reaTZon_y,1902220.0,294.67233650945207,294.6653726030677,0.0069639063843851545
