building,days,episode,fit,history_std,lr,method,prediction_path,prediction_sha256,primary,raw_MAE,raw_RMSE,role,scaled_2pinball,seed,step,train_seconds,affine
Rat_education_Irma,3,Rat_education_Irma_H3,STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.77629925241406,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H3_lr0.0001_seed61680/prediction8.npz,647600eefd90358bf2235509884f819e7f8cc8c352f0a93312b4ac7bbadd3de1,0.8045401386262166,2.878373006184896,3.842724462657503,DISCOVERY,0.4250154601215561,61680,8,0.8129693970258813,
Rat_education_Irma,3,Rat_education_Irma_H3,STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.77629925241406,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H3_lr0.0001_seed61680/prediction32.npz,60e84c1a47f27396d39dba34b1c974215a74bcda784bca9d5a3cf34b58242fd6,0.8164477233404372,2.9322112592061362,3.899598650626092,DISCOVERY,0.4304581773000194,61680,32,3.30021590605611,
Rat_education_Irma,3,Rat_education_Irma_H3,STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.77629925241406,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H3_lr0.0001_seed61680/prediction120.npz,7cd2acb131ddeeaabf6338c43bda601c56c9ff8939311be2003305392a0e3a44,0.8314401911151313,3.0993550618489585,3.971207163250205,DISCOVERY,0.4783485492416633,61680,120,12.445219485089183,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr3e-05_seed61680,18.57298627832232,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr3e-05_seed61680/prediction0.npz,4d6bb7fb36c47930af2cc1ee25f53fade2442d70dee4996e6be508449301a7b6,0.2063532635009193,2.8686000696818037,3.8325963314896034,DISCOVERY,0.10900678807999775,61680,0,0.0,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr3e-05_seed61680,18.57298627832232,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr3e-05_seed61680/prediction13.npz,3dc10cd63fc6e3e167a49c342b05dcbefa4f02af191b55801d2dde25fa6ad6ae,0.20636832448801332,2.8685644658406577,3.832876058996239,DISCOVERY,0.10901733888812572,61680,13,1.358303690009052,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr3e-05_seed61680,18.57298627832232,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr3e-05_seed61680/prediction52.npz,97101dbc3f58c1766d398ecf162c332f89eb1183f1b77867289706f1b7b7276d,0.2065385037663149,2.870776036580404,3.8360367963969892,DISCOVERY,0.10910621114951237,61680,52,5.406770910019986,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr3e-05_seed61680,18.57298627832232,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr3e-05_seed61680/prediction120.npz,e959b0fc9253ecf24cb75dda21c138130177e4cbe44323905079ac9e7ecb1827,0.20705745636259754,2.8752104632059736,3.845675295846846,DISCOVERY,0.1093575595150745,61680,120,12.455271775019355,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr3e-05_seed61680,18.57298627832232,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr3e-05_seed61680/prediction208.npz,9621f1d9ab4e0f7f88cc17b0aa9ae6d20c7639d3f8c139fabf7eac23dfc728ff,0.20785294766325607,2.8798767916361494,3.860449944858502,DISCOVERY,0.10979306535789576,61680,208,21.605304469994735,
Rat_education_Irma,14,Rat_education_Irma_H14,REFERENCE_Rat_education_Irma_H14,18.57298627832232,0.0,F0,.cache/building_peft_topic_decision_20260916/Rat_education_Irma_H14_F0.npz,1ce56f552ab3b8b177f606445c166dae9f8b35f08a2cc29f6c899ad9b8c68e2b,0.2063532635009193,2.8686000696818037,3.8325963314896034,DISCOVERY,0.10900678807999775,0,0,0.0,
Rat_education_Irma,14,Rat_education_Irma_H14,REFERENCE_Rat_education_Irma_H14,18.57298627832232,0.0,AFFINE,.cache/building_peft_topic_decision_20260916/Rat_education_Irma_H14_AFFINE.npz,c806bcc45dfde30e5fa4e68b87e7de2f219a08486ec1cda21cd73b147646f1a7,0.154397703486426,2.459385820095866,2.8676264282578683,DISCOVERY,0.09065391362589585,0,0,0.0,"{'a': 0.7197897009086396, 'b': 15.208868733328892, 'fallback': False, 'reason': None}"
Rat_education_Irma,14,Rat_education_Irma_H14,REFERENCE_Rat_education_Irma_H14,18.57298627832232,0.0,SEASONAL24,.cache/building_peft_topic_decision_20260916/Rat_education_Irma_H14_SEASONAL24.npz,6b572accdd5186fe6177a12fc185cc343358c1ad077f7abcc883066995197c48,0.22295959166486512,3.4025000000000003,4.141025436611887,DISCOVERY,0.18319617260317844,0,0,0.0,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr0.0001_seed61680,18.57298627832232,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr0.0001_seed61680/prediction0.npz,4d6bb7fb36c47930af2cc1ee25f53fade2442d70dee4996e6be508449301a7b6,0.2063532635009193,2.8686000696818037,3.8325963314896034,DISCOVERY,0.10900678807999775,61680,0,0.0,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr0.0001_seed61680,18.57298627832232,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr0.0001_seed61680/prediction13.npz,281c9cf4d17c08d2b35996f2e38f5d72fa97d6b4396fdb7fb53b50f8de9d1a62,0.2063926220141337,2.867926616668701,3.83332733661547,DISCOVERY,0.10903076541889486,61680,13,1.3243754919676576,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr0.0001_seed61680,18.57298627832232,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr0.0001_seed61680/prediction52.npz,29cbead451d088cac6b87c8c29c1288ad88f722b281ad94340745862ad36a7fa,0.2074368639297539,2.8803458404541016,3.8527220273855334,DISCOVERY,0.10958580639775778,61680,52,5.381406254018657,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr0.0001_seed61680,18.57298627832232,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr0.0001_seed61680/prediction120.npz,e8dbda5fcee471f6b93839a5d338afd1344274db9a1d5711cdd8212ce79cc33f,0.2081254786651203,2.8668395868937178,3.8655116594165437,DISCOVERY,0.11021971540651455,61680,120,12.528863659070339,
Rat_education_Irma,14,Rat_education_Irma_H14,STD_Rat_education_Irma_H14_lr0.0001_seed61680,18.57298627832232,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_education_Irma_H14_lr0.0001_seed61680/prediction208.npz,9c4481a836fb805d52916d278a9ae80abdc62df8cac284db25c1f8116af4f5e3,0.19758182699292204,2.682297795613607,3.6696845615853952,DISCOVERY,0.10456507778589925,61680,208,21.726622160174884,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr3e-05_seed61680,3.4340901016701486,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr3e-05_seed61680/prediction0.npz,83d8eb4c7cc6b2ee5befbc6416a248c17be287a168039288226aafb5bf6233b1,2.0846520157876363,6.961251958211263,7.158882852843044,DISCOVERY,1.340979672584703,61680,0,0.0,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr3e-05_seed61680,3.4340901016701486,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr3e-05_seed61680/prediction2.npz,ba3e0c06787a371e2413b2c3dd01d67f1cc684d9022448361fabe2656ec39580,2.0854064222818476,6.963883304595947,7.1614735527174505,DISCOVERY,1.3415381635086612,61680,2,0.215802510996582,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr3e-05_seed61680,3.4340901016701486,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr3e-05_seed61680/prediction8.npz,fc2f0784d021cd3d4dbf2195ff61ef96b5a510e2ac09f506569d90eef3207f7a,2.0879482717226283,6.972708288828532,7.170202492721971,DISCOVERY,1.343382518541986,61680,8,0.8359209180052858,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr3e-05_seed61680,3.4340901016701486,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr3e-05_seed61680/prediction32.npz,926465ef40452744df295b67cac7a5dce71630f8cfb69963e38acc75d8fc2a81,2.103256135193251,7.026084327697753,7.222771075144155,DISCOVERY,1.354429920003776,61680,32,3.337823996989755,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr3e-05_seed61680,3.4340901016701486,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr3e-05_seed61680/prediction120.npz,7b1dade484b2e3eccfb51084cb6bb90fb65a15b1a24ea19c82509b561ce9f4be,2.2787440165782127,7.641560935974121,7.825412271571317,DISCOVERY,1.4972742949618425,61680,120,12.542994059127523,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,REFERENCE_Rat_public_Chrissy_H3,3.4340901016701486,0.0,F0,.cache/building_peft_topic_decision_20260916/Rat_public_Chrissy_H3_F0.npz,5b681976f15d699f4e91cbd24a187ece51f0f4538bd49d961a042b56dd734da4,2.0846520157876363,6.961251958211263,7.158882852843044,DISCOVERY,1.340979672584703,0,0,0.0,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,REFERENCE_Rat_public_Chrissy_H3,3.4340901016701486,0.0,AFFINE,.cache/building_peft_topic_decision_20260916/Rat_public_Chrissy_H3_AFFINE.npz,87e5c7ee4ee7b449c375ef4874a7f7d7d5b0ea43671902d2947e19be63853bd8,1.9877598016174935,6.555941246020827,6.826146259232453,DISCOVERY,1.6565379335901715,0,0,0.0,"{'a': 0.23263671983457535, 'b': 31.260666970282674, 'fallback': False, 'reason': None}"
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,REFERENCE_Rat_public_Chrissy_H3,3.4340901016701486,0.0,SEASONAL24,.cache/building_peft_topic_decision_20260916/Rat_public_Chrissy_H3_SEASONAL24.npz,8a2b2aab6b5aedeec971532f6eae01bf3def046b4b6470010751e164d3f53703,1.987671863008317,6.254166666666666,6.825844270125125,DISCOVERY,1.8212005164410194,0,0,0.0,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr0.0001_seed61680,3.4340901016701486,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr0.0001_seed61680/prediction0.npz,83d8eb4c7cc6b2ee5befbc6416a248c17be287a168039288226aafb5bf6233b1,2.0846520157876363,6.961251958211263,7.158882852843044,DISCOVERY,1.340979672584703,61680,0,0.0,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr0.0001_seed61680,3.4340901016701486,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr0.0001_seed61680/prediction2.npz,9f1850b036a68f0ebb52f78dde2b15d8212871fb90a18057000dde1329bf0da0,2.0872547416300558,6.970335706075033,7.167820847895857,DISCOVERY,1.3429026383132374,61680,2,0.20641405702917837,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr0.0001_seed61680,3.4340901016701486,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr0.0001_seed61680/prediction8.npz,f988fa6f9e027508c779228da4a0f873caaabcf053505d9a07ecb1344b44fde1,2.0978851002363688,7.0073368390401205,7.204326457163001,DISCOVERY,1.3505770314762562,61680,8,0.8193945370148867,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr0.0001_seed61680,3.4340901016701486,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr0.0001_seed61680/prediction32.npz,459578015c13298b8d19342a013242d60f7ce66264d6471a93cbfffec0869d82,2.211441571385112,7.404134019215902,7.594289610715491,DISCOVERY,1.4383660645288106,61680,32,3.2915158609685022,
Rat_public_Chrissy,3,Rat_public_Chrissy_H3,STD_Rat_public_Chrissy_H3_lr0.0001_seed61680,3.4340901016701486,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H3_lr0.0001_seed61680/prediction120.npz,5e7d782baa3a37fa0e4ccd34e224a5bc56e0c8e078079c3f40b108a2e7b545b1,2.604046265765617,8.768734359741211,8.942529505556818,DISCOVERY,2.044865146250081,61680,120,12.499970509845298,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr3e-05_seed61680,5.196224046781694,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr3e-05_seed61680/prediction0.npz,e39922ad4b88d7df51e3b5450113d57ed9257f3f34d101d3893cf336f5e1adcd,1.37770865697697,6.961251958211263,7.158882852843044,DISCOVERY,0.8862291115057215,61680,0,0.0,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr3e-05_seed61680,5.196224046781694,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr3e-05_seed61680/prediction13.npz,15d4a5f1ebc9567c32aa9af68064717daaac5d30f5454cba36d1640e406781b6,1.3780081699678435,6.962758604685465,7.160439189448544,DISCOVERY,0.8866457537875613,61680,13,1.3473398899368476,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr3e-05_seed61680,5.196224046781694,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr3e-05_seed61680/prediction52.npz,4fceaefdf511ff97eca8317cfc9f94ad14972982e7a1d4b4f0a5944af8eab545,1.3777790326028285,6.961796983083089,7.159248540362437,DISCOVERY,0.8876819106548547,61680,52,5.423788167972816,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr3e-05_seed61680,5.196224046781694,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr3e-05_seed61680/prediction120.npz,554219f66f024abafd300ca8c02756d58f9d9ed11456bf7a46c22d78d479f9b4,1.3776791023946022,6.962309741973876,7.1587292806114515,DISCOVERY,0.8918499524309885,61680,120,12.531257976865163,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr3e-05_seed61680,5.196224046781694,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr3e-05_seed61680/prediction208.npz,3dc89407091658cfd22e8b2675d27230559f77c90ee1c638799da60e47281129,1.3758676928952636,6.954595470428466,7.149316791012419,DISCOVERY,0.9010566105128883,61680,208,21.683786033769138,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,REFERENCE_Rat_public_Chrissy_H14,5.196224046781694,0.0,F0,.cache/building_peft_topic_decision_20260916/Rat_public_Chrissy_H14_F0.npz,5b681976f15d699f4e91cbd24a187ece51f0f4538bd49d961a042b56dd734da4,1.37770865697697,6.961251958211263,7.158882852843044,DISCOVERY,0.8862291115057215,0,0,0.0,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,REFERENCE_Rat_public_Chrissy_H14,5.196224046781694,0.0,AFFINE,.cache/building_peft_topic_decision_20260916/Rat_public_Chrissy_H14_AFFINE.npz,889c45d9b175b35c71c06916b3c4e5580d504dbaacb788f4fd147fe49256ef0e,1.0334591720232942,5.075682769999243,5.37008540103454,DISCOVERY,0.6682461627091695,0,0,0.0,"{'a': 0.6575815817134528, 'b': 15.654070442645526, 'fallback': False, 'reason': None}"
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,REFERENCE_Rat_public_Chrissy_H14,5.196224046781694,0.0,SEASONAL24,.cache/building_peft_topic_decision_20260916/Rat_public_Chrissy_H14_SEASONAL24.npz,8a2b2aab6b5aedeec971532f6eae01bf3def046b4b6470010751e164d3f53703,1.3136162353031609,6.254166666666666,6.825844270125125,DISCOVERY,1.203598345714176,0,0,0.0,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr0.0001_seed61680,5.196224046781694,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr0.0001_seed61680/prediction0.npz,e39922ad4b88d7df51e3b5450113d57ed9257f3f34d101d3893cf336f5e1adcd,1.37770865697697,6.961251958211263,7.158882852843044,DISCOVERY,0.8862291115057215,61680,0,0.0,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr0.0001_seed61680,5.196224046781694,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr0.0001_seed61680/prediction13.npz,9cce537fdfb78e72da358204c5df04cd0dbeb08f6bb8cf17013f3bff90a2cd65,1.3786506780827679,6.965958182017008,7.163777805565567,DISCOVERY,0.8875955624649062,61680,13,1.358877693011891,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr0.0001_seed61680,5.196224046781694,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr0.0001_seed61680/prediction52.npz,befdd6dcc2d3a2a7ecb4569a35063c6715e9d7aecf38313f959f8ab889881fc2,1.3780022334000295,6.9639103253682455,7.160408341712114,DISCOVERY,0.893850711280943,61680,52,5.440745519881602,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr0.0001_seed61680,5.196224046781694,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr0.0001_seed61680/prediction120.npz,8bd8573e0bb4894eb63639e8f28ffa4f87a2d31cad3243ecb32f2b48f5e7010d,1.3741664779602383,6.949065589904785,7.140476897058297,DISCOVERY,0.9265612119133932,61680,120,12.549922352831345,
Rat_public_Chrissy,14,Rat_public_Chrissy_H14,STD_Rat_public_Chrissy_H14_lr0.0001_seed61680,5.196224046781694,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Rat_public_Chrissy_H14_lr0.0001_seed61680/prediction208.npz,5332acaa05e4cc2cea2e4c33e4fdbf064464c0338a81805711d0654ff9714ada,1.3619826931081644,6.878672663370768,7.0771672212291366,DISCOVERY,0.9637035836193993,61680,208,21.73168815174722,
Panther_education_Neal,3,Panther_education_Neal_H3,STD_Panther_education_Neal_H3_lr3e-05_seed61680,97.62911623803248,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Panther_education_Neal_H3_lr3e-05_seed61680/prediction0.npz,a63c523485410e0b3858603138c5d1378c527a592f1a66feb12f4a1c214d99d4,0.6208022537928127,44.70124154917399,60.60837539637106,DISCOVERY,0.3526491668316677,61680,0,0.0,
Panther_education_Neal,3,Panther_education_Neal_H3,STD_Panther_education_Neal_H3_lr3e-05_seed61680,97.62911623803248,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Panther_education_Neal_H3_lr3e-05_seed61680/prediction2.npz,6ebdeeeee0cc08f5ec54f72ea77abc1280e7e90f0f67abcce1bf67ce76624fe9,0.6207535150021121,44.7004010442098,60.603617071308435,DISCOVERY,0.35266992611835485,61680,2,0.2083462150185369,
Panther_education_Neal,3,Panther_education_Neal_H3,STD_Panther_education_Neal_H3_lr3e-05_seed61680,97.62911623803248,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Panther_education_Neal_H3_lr3e-05_seed61680/prediction8.npz,0732e86908ad9d3ca23d898db4af8495e7c8e9bf1e7681d42457654580d34cba,0.6208460000174473,44.71390348307292,60.61264630162088,DISCOVERY,0.35276801926512563,61680,8,0.8319542280223686,
Panther_education_Neal,3,Panther_education_Neal_H3,STD_Panther_education_Neal_H3_lr3e-05_seed61680,97.62911623803248,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Panther_education_Neal_H3_lr3e-05_seed61680/prediction32.npz,87306c8f4405d8eca2c951736ef6f7c8fc2a6adebccefaac22f4451549c36d93,0.6213473031065644,44.786282913208005,60.66158807917877,DISCOVERY,0.3533973544866054,61680,32,3.3181734430545475,
Panther_education_Neal,3,Panther_education_Neal_H3,STD_Panther_education_Neal_H3_lr3e-05_seed61680,97.62911623803248,3e-05,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Panther_education_Neal_H3_lr3e-05_seed61680/prediction120.npz,3ffc2e71db33b1a361e0b4468a25154b2e7fa2a5ab158b38789d01854702bb2e,0.6317986117537064,45.971483009847,61.68194010593016,DISCOVERY,0.35762073768298547,61680,120,12.523609805939486,
Panther_education_Neal,3,Panther_education_Neal_H3,REFERENCE_Panther_education_Neal_H3,97.62911623803248,0.0,F0,.cache/building_peft_topic_decision_20260916/Panther_education_Neal_H3_F0.npz,765713a7a302c7172bb2139174e3d43c58573a3e9fafcd703816f27a1a040df3,0.6208022537928127,44.70124154917399,60.60837539637106,DISCOVERY,0.3526491668316677,0,0,0.0,
Panther_education_Neal,3,Panther_education_Neal_H3,REFERENCE_Panther_education_Neal_H3,97.62911623803248,0.0,AFFINE,.cache/building_peft_topic_decision_20260916/Panther_education_Neal_H3_AFFINE.npz,fdb24f05e3f6c44135affeefa09f50830b4730f18a7f7b638cfdc13059e14038,0.8496199127667514,76.892515198716,82.94764122165219,DISCOVERY,0.7369007834591346,0,0,0.0,"{'a': 0.09268966451699939, 'b': 201.3094806599945, 'fallback': False, 'reason': None}"
Panther_education_Neal,3,Panther_education_Neal_H3,REFERENCE_Panther_education_Neal_H3,97.62911623803248,0.0,SEASONAL24,.cache/building_peft_topic_decision_20260916/Panther_education_Neal_H3_SEASONAL24.npz,b4c67c51c3bf61b5e0668ea232504bff4e83f595a74a0de398947c01caf9c9ac,0.7656946522156077,60.4741625,74.75409220399742,DISCOVERY,0.6194275317678399,0,0,0.0,
Panther_education_Neal,3,Panther_education_Neal_H3,STD_Panther_education_Neal_H3_lr0.0001_seed61680,97.62911623803248,0.0001,STD,.cache/building_peft_topic_decision_20260916/fits/STD_Panther_education_Neal_H3_lr0.0001_seed61680/prediction0.npz,a63c523485410e0b3858603138c5d1378c527a592f1a66feb12f4a1c214d99d4,0.6208022537928127,44.70124154917399,60.60837539637106,DISCOVERY,0.3526491668316677,61680,0,0.0,
