arm,dataset,fit,lr,order,reuse_key,seed,epoch,updates,panel,checkpoint_path,checkpoint_sha256,prediction_path,prediction_sha256,seconds,peak_allocated,peak_reserved,exposure,mse,mae
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,6,378,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_06.pt,27ecabab6db104111dacab58aa41618e61ab5633e6d6d846f7f75924bd206add,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_06.npz,9684e7eedeb1d76aed7cde69dc50bd3489031ab7f2dfe57bbf26ae778d320aa7,0.057781670009717345,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.29833056302569355,0.2939550418089475
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,6,378,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_06.pt,27ecabab6db104111dacab58aa41618e61ab5633e6d6d846f7f75924bd206add,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_06.npz,6813fcd3788fef44455f669e83e70a1a2ddda87c6d2030980a22dc657d4f01a8,0.05434548301855102,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.31078400313912347,0.296831569887215
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,7,441,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_07.pt,f8f2a2288e97386f1471f807b419dc23f559764cf5a0ae119c3f930d9a1ccec0,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_07.npz,9cf1eb059901f0e487012574af40b1606b1dde041670eb446dd04c25fbf7ff54,0.0547940089891199,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.29606418573247506,0.28811179398721504
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,7,441,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_07.pt,f8f2a2288e97386f1471f807b419dc23f559764cf5a0ae119c3f930d9a1ccec0,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_07.npz,ec6f9bf04fe3c2dc8134f1b67b68b9002331d59edc5eb82f65c03a32c520b5f9,0.05569869600003585,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.30480513211631877,0.2936108758748107
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,8,504,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_08.pt,f810510cf80b2daf2a1301df9970f40358c664f404e3050e148da6e3eae61948,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_08.npz,ffd30c94ee59b2f91bf720b5f45d091c61effeb45f141257ee12a44628ada920,0.05537097601336427,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.28676473004604736,0.29432477083824016
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,8,504,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_08.pt,f810510cf80b2daf2a1301df9970f40358c664f404e3050e148da6e3eae61948,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_08.npz,cb4084cdb3e9106315ade58be77028418b1a190d22b21988123c14cd92483b0d,0.055241230991669,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.30784498043689335,0.3014317278698393
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,9,567,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_09.pt,0a64052e798a6d34a388a6da5bb802bd1cc970b6616f50c10130578400c35cff,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_09.npz,b015236281fc49709a149e47baf7ec262c756f309a152098d90adb7f3372d6b5,0.055718873016303405,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2858712353901706,0.2872594571571375
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,9,567,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_09.pt,0a64052e798a6d34a388a6da5bb802bd1cc970b6616f50c10130578400c35cff,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_09.npz,3a7690851463a4bba4aef046dad53fc614e942a11c5a65026d5f33396ab32457,0.05729619599878788,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.30579387323874496,0.2983957850007838
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,10,630,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_10.pt,be1b2b6d8ec86dc595e216b79019338a753b6891822412e604d1efaf8a062953,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_10.npz,6f74e0ad5d44500d9bc6fd977ff0f1656b02e5595a1b7d5335a61c94f0376857,0.05834628498996608,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2837577906658164,0.2837418457232217
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,10,630,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_10.pt,be1b2b6d8ec86dc595e216b79019338a753b6891822412e604d1efaf8a062953,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_10.npz,a68530cc7defb629455b99a3ad8669a2c1b27c617164d6b35e2de93be6b7d6fe,0.055362789978971705,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.3018972091340919,0.29536935454560864
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,11,693,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_11.pt,f6c5381b552d80b7be80ee761deb56f0a2477505b4dfcd8b9643561a26c2906b,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_11.npz,eb9191c5cd9704901eaed091bcdb033670cfd697423409bc69fe8ed7a4d6b595,0.05410821401164867,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2835151046027174,0.28193864735599516
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,11,693,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_11.pt,f6c5381b552d80b7be80ee761deb56f0a2477505b4dfcd8b9643561a26c2906b,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_11.npz,3b74d7cf66b0cae94dc223e4e5f4cc0e828e049929ba652a3318f2e9ec78bdef,0.055727772996760905,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2955662196698048,0.28702082026898035
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,12,756,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_12.pt,22c9d0e97e1f69242aef6cdfef4fe9b5867733f9f3a0f1767c594f408b22b9f9,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_12.npz,20de633985ab8de73dcf85dbad03cde3a0544375ef2a10c53ca2973c9fcba9a2,0.05539433300145902,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2835785493678944,0.2786361134558506
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,12,756,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_12.pt,22c9d0e97e1f69242aef6cdfef4fe9b5867733f9f3a0f1767c594f408b22b9f9,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_12.npz,9fcbb3f35c27fb2c2ad8efdb210475edd2b3c555b3ea9e3de32023eae4d034ff,0.05404225501115434,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2946740288138274,0.28329786341289476
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,13,819,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_13.pt,8cf8c25b1b72c0fa62d3eb7a4ccff06a984520bcfaec10d237a7a771653fadcb,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_13.npz,f6bdfa3b693292472219beab854a06b75e16bd51196bb73ebd5a3b757479d3a4,0.05423499399330467,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2813196471928895,0.2806331888440199
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,13,819,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_13.pt,8cf8c25b1b72c0fa62d3eb7a4ccff06a984520bcfaec10d237a7a771653fadcb,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_13.npz,dd03a7b21f92dde61c79253be5a46e24e9c1b7d877a482b3ac1aa94b18a335eb,0.05581594700925052,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.29323666276435234,0.2874062848797345
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,14,882,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_14.pt,6e02c231c814c5c6bd91a5a29766bf4b40ab0c99d393c32140cf3791f6b2cfcd,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_14.npz,18f03489ae738b890ec5c4712fa9e3b86f7d4f0580cbe26d38e54c673dd1187e,0.056970303994603455,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2793184911324115,0.2762427335315852
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,14,882,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_14.pt,6e02c231c814c5c6bd91a5a29766bf4b40ab0c99d393c32140cf3791f6b2cfcd,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_14.npz,e999af5528d69cd7a72450cb778f1a0340d86293859ea5eee5d20a86844e5548,0.05765828301082365,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.28942542408531946,0.28237365644026147
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,15,945,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_15.pt,87333933807490b3103fb1c74b3ad3787f8186365dbf52e0ecca3426e365d72a,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_15.npz,a7c7d76ee5b032fe3776444847cc76718f7dae1a4364a7e6d51259d530fcb67a,0.05482142500113696,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2820091602392463,0.28020109563690954
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,15,945,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_15.pt,87333933807490b3103fb1c74b3ad3787f8186365dbf52e0ecca3426e365d72a,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_15.npz,c689a8092350dfe7bd7398ff0eae655d088290ae33c393b180728304d0ae515b,0.055098398006521165,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2907578644070232,0.28442279486415034
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,16,1008,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_16.pt,7f1ee9453b6c8520f9ccc87b23d910233f77a60d75c08f33760131ae472767ab,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_16.npz,45d5e865367c98fb5a1ff53470f547d5d7e3e586f74f3805cc163b024f3e11e4,0.05530925700441003,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2770869008083541,0.27932471784198654
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,16,1008,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_16.pt,7f1ee9453b6c8520f9ccc87b23d910233f77a60d75c08f33760131ae472767ab,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_16.npz,20d50789d9de13ede643ca1038fc59a05ddd6e8cd8ebfec378c3662916242188,0.05548275000182912,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.29362648614476944,0.28729362753041815
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,17,1071,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_17.pt,ec0d3e4eccc0228265a490ae77f0f122e6329787cac97d6ab8ac319eebf851ad,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_17.npz,57245847c5cd8e9ef1c83e48a2306f2c644027d87e5144544e24c026e6ecbd34,0.055590520991245285,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2758529558912554,0.27416170988273236
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,17,1071,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_17.pt,ec0d3e4eccc0228265a490ae77f0f122e6329787cac97d6ab8ac319eebf851ad,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_17.npz,15118533fdf20f9b2cbd3fe0a1b9357e2cdaf1314626d06ba7e68adda25a7503,0.056591695989482105,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.29074255913910196,0.281767451461103
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,18,1134,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_18.pt,8be01b9e6206c5795356265c9bc236eb211bc7fe1bf20bf76400fbbb06c3a190,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_18.npz,ce603ab7cab89f8401a29bc36b58100e3e2c9631cb9e1ddd947b0edd584bf1ac,0.05688463902333751,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2754800487833187,0.2728190031878652
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,18,1134,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_18.pt,8be01b9e6206c5795356265c9bc236eb211bc7fe1bf20bf76400fbbb06c3a190,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_18.npz,5539cc780e4471c8c118af418f88a337c351945b4af3decc4298fc17db6be611,0.057105435989797115,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2884657118222949,0.27825470176168066
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,19,1197,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_19.pt,6c478526d489ab98b9a48d1970ca54b1eb1035587ce1671be307d26647112908,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_19.npz,35867c70b87f95f46cfcb30f80706a781f7469bc652eb9f090f839b0ecb280f3,0.05764127799193375,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.27694344812096383,0.2735420476628424
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,19,1197,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_19.pt,6c478526d489ab98b9a48d1970ca54b1eb1035587ce1671be307d26647112908,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_19.npz,53e747e66acbfc190df88ea6e35b29aac961b47727a4bc6a90aa5d63326e57dc,0.0549756079853978,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2895285714281748,0.2808175611550332
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,20,1260,V_FIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_20.pt,11ab8f3b83e1035626fc5ce0c17808cccbbcb44b9ae14cf21ffb2ec5a2ecf5b2,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_00_traffic_LH_41001_0.001_20.npz,71becb3ca55190c4ee2f73d1324cb98d92713e739b385928a936d41d37f23974,0.05447424799785949,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.27635981336106646,0.2743689842019511
LH,traffic,00_traffic_LH_41001_0.001,0.001,0,traffic_41001_LH,41001,20,1260,V_MIXED,.cache/channel_phase_balance_20260916/03_traffic_41001_BALANCED_LH_20.pt,11ab8f3b83e1035626fc5ce0c17808cccbbcb44b9ae14cf21ffb2ec5a2ecf5b2,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_00_traffic_LH_41001_0.001_20.npz,20c4f440e504ba071819b75792a23b640e52eb53db45c5ac8eb9267676938009,0.056618236005306244,290763264,322961408,DISCOVERY_REUSED_PERIODS,0.2858614760922933,0.27959832253463124
SIDE,traffic,01_traffic_SIDE_41000_0.0003,0.0003,1,,41000,0,0,V_FIXED,.cache/channel_controlled_improvement_v1_20260916/01_traffic_SIDE_41000_0.0003_00.pt,be5346ae15fb2ea1461b18cd7ef57edbd55626294ad91dec3ba6daf4649193ac,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_01_traffic_SIDE_41000_0.0003_00.npz,02024dd23fe1b3f1f044b2987c50618f73c261ad1e0c423318fc4a9d09a4f2cd,0.07612001500092447,330035712,360710144,DISCOVERY_REUSED_PERIODS,0.9800923596408937,0.7028393650113227
SIDE,traffic,01_traffic_SIDE_41000_0.0003,0.0003,1,,41000,0,0,V_MIXED,.cache/channel_controlled_improvement_v1_20260916/01_traffic_SIDE_41000_0.0003_00.pt,be5346ae15fb2ea1461b18cd7ef57edbd55626294ad91dec3ba6daf4649193ac,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_01_traffic_SIDE_41000_0.0003_00.npz,b0454c53cd82ec925fa48974a9f547fa3e64e60d4c13c95f20342838153890b9,0.0754007899959106,330035712,360710144,DISCOVERY_REUSED_PERIODS,1.0161203783854103,0.7244164396761668
SIDE,traffic,01_traffic_SIDE_41000_0.0003,0.0003,1,,41000,1,63,V_FIXED,.cache/channel_controlled_improvement_v1_20260916/01_traffic_SIDE_41000_0.0003_01.pt,a888f70b005abe2bfbff8a11db4058c392727b88881ac0ae4bbba177a1b673a3,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_01_traffic_SIDE_41000_0.0003_01.npz,f02f4ad70b1582b50c5c2e154a27db776cc01e25787e6e601db3201b4b6aea3b,0.07475013699149713,339703808,469762048,DISCOVERY_REUSED_PERIODS,0.42720246855919153,0.3845082983475944
SIDE,traffic,01_traffic_SIDE_41000_0.0003,0.0003,1,,41000,1,63,V_MIXED,.cache/channel_controlled_improvement_v1_20260916/01_traffic_SIDE_41000_0.0003_01.pt,a888f70b005abe2bfbff8a11db4058c392727b88881ac0ae4bbba177a1b673a3,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_01_traffic_SIDE_41000_0.0003_01.npz,37ff61c9d7a52c579ce95e379a555dd6e122bfd4f5875a7f734f0c4e8b1d546a,0.07922670498373918,339703808,469762048,DISCOVERY_REUSED_PERIODS,0.45464202391353864,0.3996051806654207
SIDE,traffic,01_traffic_SIDE_41000_0.0003,0.0003,1,,41000,2,126,V_FIXED,.cache/channel_controlled_improvement_v1_20260916/01_traffic_SIDE_41000_0.0003_02.pt,e4a2d7ed6efb6e3cd74fb530b607e1d893dcbeeaef34879f630eb48f77ca7cb2,.cache/channel_controlled_improvement_v1_20260916/V_FIXED_01_traffic_SIDE_41000_0.0003_02.npz,cc57e5666f84a86b98dfd40065d7111ae107bcd7069974e1d3e75bd22058d75d,0.07480297799338587,339703808,469762048,DISCOVERY_REUSED_PERIODS,0.36176793324045087,0.3434667802040984
SIDE,traffic,01_traffic_SIDE_41000_0.0003,0.0003,1,,41000,2,126,V_MIXED,.cache/channel_controlled_improvement_v1_20260916/01_traffic_SIDE_41000_0.0003_02.pt,e4a2d7ed6efb6e3cd74fb530b607e1d893dcbeeaef34879f630eb48f77ca7cb2,.cache/channel_controlled_improvement_v1_20260916/V_MIXED_01_traffic_SIDE_41000_0.0003_02.npz,263c63c88dbf8aa16f18b2b4f0b8a6c88dc7dcb0fa7b76aab1f1cd98e5ba405f,0.07690150299458764,339703808,469762048,DISCOVERY_REUSED_PERIODS,0.3831546354440665,0.3558113007024013
