budget_gib,dataset,arm,cp,micro,preliminary_BF16_peak_bytes,within_95percent_margin_on_setup_only,feasible,reason
2,electricity,standard,3,1,1250191360,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,electricity,standard,3,1,1250191360,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,electricity,standard,3,1,1250191360,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,electricity,standard,3,2,1710046208,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,electricity,standard,3,2,1710046208,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,electricity,standard,3,2,1710046208,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,electricity,standard,3,2,1710046208,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,electricity,standard,6,1,1059438592,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,electricity,standard,6,1,1059438592,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,electricity,standard,6,1,1059438592,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,electricity,standard,6,1,1059438592,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,electricity,standard,6,2,1394522112,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,electricity,standard,6,2,1394522112,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,electricity,standard,6,2,1394522112,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,electricity,standard,6,2,1394522112,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,electricity,standard,9,1,868685824,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,electricity,standard,9,1,868685824,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,electricity,standard,9,1,868685824,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,electricity,standard,9,1,868685824,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,electricity,standard,9,2,1082651648,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,electricity,standard,9,2,1082651648,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,electricity,standard,9,2,1082651648,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,electricity,standard,9,2,1082651648,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,query,0,1,902709248,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,query,0,1,902709248,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,query,0,1,902709248,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,query,0,1,902709248,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,query,0,2,994019328,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,query,0,2,994019328,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,query,0,2,994019328,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,query,0,2,994019328,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,query,12,1,643795968,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,query,12,1,643795968,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,query,12,1,643795968,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,query,12,1,643795968,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,query,12,2,717038080,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,query,12,2,717038080,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,query,12,2,717038080,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,query,12,2,717038080,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,side,0,1,687837696,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,side,0,1,687837696,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,side,0,1,687837696,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,side,0,1,687837696,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,side,0,2,795865088,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,side,0,2,795865088,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,side,0,2,795865088,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,side,0,2,795865088,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,side,12,1,637430784,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,side,12,1,637430784,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,side,12,1,637430784,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,side,12,1,637430784,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,side,12,2,704504320,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,side,12,2,704504320,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,side,12,2,704504320,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,side,12,2,704504320,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,0,1,1377155072,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,0,1,1377155072,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,0,1,1377155072,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,0,1,1377155072,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,0,2,1920136192,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,0,2,1920136192,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,0,2,1920136192,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,0,2,1920136192,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,12,1,677933056,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,12,1,677933056,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,12,1,677933056,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,12,1,677933056,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,12,2,768552960,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,12,2,768552960,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,12,2,768552960,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,12,2,768552960,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,3,1,1250191360,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,3,1,1250191360,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,3,1,1250191360,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,3,1,1250191360,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,3,2,1710046208,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,3,2,1710046208,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,3,2,1710046208,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,3,2,1710046208,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,6,1,1059438592,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,6,1,1059438592,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,6,1,1059438592,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,6,1,1059438592,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,6,2,1394522112,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,6,2,1394522112,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,6,2,1394522112,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,6,2,1394522112,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,9,1,868685824,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,9,1,868685824,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,9,1,868685824,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,9,1,868685824,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
1,ettm2,standard,9,2,1082651648,False,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
2,ettm2,standard,9,2,1082651648,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
4,ettm2,standard,9,2,1082651648,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
8,ettm2,standard,9,2,1082651648,True,NOT_ADJUDICATED,No three-block measurements; whole A stopped at FP32 microbatch integrity check
